"Slate","Start_VO_ID","End_VO_ID","Life_Phase","Scene_Type","Image_Prompt"
"PV_0008_069","45","45","PHASE_RESOLUTION","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Government data room  -  stocky broad stickman at terminal accessing budget databases. Round white circle head, dot eyes with bags focused on screen, dark brown fuller hair buzzed sides longer top, clean-shaven. Suit jacket, no tie, ID badge. Multiple screens showing spreadsheet shapes, contract shapes, payment records. Finding redundancies nobody questioned. Week one. Data streaming across screens. Blue database glow. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_070","45","45","PHASE_RESOLUTION","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman's face lit by government database screens. Round white circle head, dot eyes with bags  -  discovery expression, dark brown fuller hair buzzed sides longer top, clean-shaven. Redundancies on screen. Nobody questioned because questioning wasn't in any job description. Data glow cyan. Background fades to deep analytical blue. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_071","46","46","PHASE_RESOLUTION","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Government press montage  -  mass layoffs. Agency doors closing shapes. Stocky broad stickman in suit jacket, no tie, standing at podium or posting on phone  -  publishing government spending data on his platform. Round white circle head, dot eyes with bags, determined, dark brown fuller hair buzzed sides longer top, clean-shaven. Three hundred million followers seeing budget data before Congress does. Explosive. Government building, press camera shapes. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_072","47","47","PHASE_RESOLUTION","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Stocky broad stickman in suit jacket, no tie, posting on phone while legal document shapes fly around. Round white circle head, dot eyes with bags, defiant, dark brown fuller hair buzzed sides longer top, clean-shaven. Judge gavel shape in background. Injunction papers. He posts about ruling before lawyers finish reading. Post gets forty million views. Ruling gets fourteen paragraphs nobody reads. Phone glow vs legal grey. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_073","47","47","PHASE_RESOLUTION","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman's phone screen showing post with view counter climbing (forty million). Round white circle head above phone, dot eyes with bags  -  satisfied defiance, dark brown fuller hair buzzed sides longer top, clean-shaven. Legal document shapes crumpling beside phone. Forty million views. Fourteen paragraph ruling nobody reads. Platform vs judiciary. Background fades from legal grey to phone blue. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_074","48","48","PHASE_RESOLUTION","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Conflict of interest visual  -  stocky broad stickman in suit jacket, no tie, sitting at government desk. Round white circle head, dot eyes with bags, dark brown fuller hair buzzed sides longer top, clean-shaven. Split background: LEFT  -  rocket launching military satellite shape (his company). RIGHT  -  government building he's reshaping. Contract dollar shapes flowing between both sides through him. Everyone calculates quietly. Nobody says it out loud. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_075","49","49","PHASE_RESOLUTION","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. American suburban house exterior  -  protesters outside with signs (faceless stickmen holding placards). Stocky broad stickman visible inside through window with family stickmen shapes (faceless tiny children). Round white circle head in window, dot eyes with bags  -  looking out at protesters, dark brown fuller hair buzzed sides longer top, clean-shaven. Armed security stickman (faceless) at school gate visible in distance. Youngest child shape pointing at men with guns. First time needing family security. Daylight scene. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_076","49","49","PHASE_RESOLUTION","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman kneeling, youngest child stickman (faceless, tiny, blank white circle head) asking why men with guns outside. Round white circle head, dot eyes with bags  -  unable to answer, dark brown fuller hair buzzed sides longer top, clean-shaven. Protest shapes visible through window behind. First time this equation included his children. Background fades from window light to warm amber concern. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_077","50","50","PHASE_RESOLUTION","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Federal building exit  -  stocky broad stickman in suit jacket, no tie, walking out of government building after 130 days. Round white circle head, dot eyes with bags, measured expression, dark brown fuller hair buzzed sides longer top, clean-shaven. Mission complete sign shape implied. Behind him  -  government building unchanged. Bureaucracy absorbing shock like water closing over stone. Agencies rehiring. Budgets resetting. Everything unchanged. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_078","50","50","PHASE_RESOLUTION","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Stocky broad stickman walking away from government building  -  back to viewer. Round white circle head turning slightly, dot eyes with bags, dark brown fuller hair buzzed sides longer top, clean-shaven. Water closing over stone metaphor  -  ripples shape settling behind each step. System unchanged. But senator returns call in four minutes now. Real power touched. Background fades from government marble to power blue. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_079","51","51","PHASE_RESOLUTION","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Stocky broad stickman, suit jacket removed, sitting in car/private space. Round white circle head, dot eyes with bags  -  contemplative, dark brown fuller hair buzzed sides longer top, clean-shaven. Phone showing senator calling back  -  four minutes. Real power. Not share price kind. The kind where they call you back immediately. 130 days. Didn't reform. Proved he could. That was always the point. Background fades from car interior to deep blue power void. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_080","51","51","PHASE_RESOLUTION","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Visual metaphor  -  government building behind (unchanged, solid, permanent bureaucracy). Stocky broad stickman walking forward away from it  -  suit jacket over shoulder. Round white circle head, dot eyes with bags, dark brown fuller hair buzzed sides longer top, clean-shaven. Water ripple shapes settling behind as if stone dropped in pond  -  temporarily disrupted, now smooth again. But the stone passed through. Background: fading government gold. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_081","52","52","PHASE_RESOLUTION","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman, round white circle head, dot eyes with bags  -  satisfaction of proof, dark brown fuller hair buzzed sides longer top, clean-shaven. Phone ringing  -  senator calling back. Real power touched. Not the building kind. The obedience kind. Builder vs ruler. Background completely dark except phone glow. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_082","53","53","PHASE_RESOLUTION","TEXT_OVERLAY","Dark government marble background fading to black. Large bold white sans-serif text centered: 'You didn't reform the government.' Second line: 'You proved you could.' Third line: 'That was always the point.' Minimal. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
"PV_0008_083","54","54","PHASE_PRESENT","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Launch site trailer interior  -  3AM April 2026. Tall stocky broad stickman in black T-shirt, boots. Round white circle head, tired dot eyes with prominent bags, dark brown fuller hair buzzed sides longer top, clean-shaven. Sitting in cramped trailer  -  monitors, switches, coffee cups. Instant coffee and engine grease atmosphere. Mars photo taped to monitor  -  corners curling. Wide shoulders silhouetted against monitor glow. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_084","54","54","PHASE_PRESENT","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  Mars photo taped to monitor, corners curling. Stocky broad stickman's round white circle head reflected dimly in monitor glass beside Mars photo. Tired dot eyes with bags, dark brown fuller hair buzzed sides longer top, clean-shaven. Photo fading. Dream aging. 3AM. Background fades from trailer interior to deep red Mars tones. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_085","55","55","PHASE_PRESENT","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Trailer window view  -  largest rocket in history on pad outside, lit by floodlights against dark desert sky. Massive  -  taller than any building visible. Stocky broad stickman in black T-shirt standing at window looking out. Round white circle head, tired dot eyes with bags, dark brown fuller hair buzzed sides longer top, clean-shaven. Rocket company + AI company merged  -  trillion-dollar shape implied. More than GDP of most nations. Rocket gleaming. Cathedral of metal. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_086","55","55","PHASE_PRESENT","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman at trailer window, rocket reflected in window glass. Round white circle head, tired dot eyes with bags looking at rocket, dark brown fuller hair buzzed sides longer top, clean-shaven. One point two five trillion dollars combined. More than most countries. His rocket. His window. His 3AM. Rocket floodlight glow warm on face. Background fades to night sky. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_087","56","56","PHASE_PRESENT","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Split visual  -  LEFT: rocket company IPO document shape with upward arrow. CENTER: car factory with humanoid robot shapes on assembly line (pivoting to robots). RIGHT: two trillion-dollar company logos implied. Stocky broad stickman in black T-shirt standing among all three. Round white circle head, tired dot eyes with bags, dark brown fuller hair buzzed sides longer top, clean-shaven. Nobody in history has done this. Two trillion-dollar companies simultaneously. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_088","56","56","PHASE_PRESENT","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Stocky broad stickman in black T-shirt, round white circle head, tired dot eyes with bags  -  won expression but hollow, dark brown fuller hair buzzed sides longer top, clean-shaven. Won every game on earth. On paper. Two trillion-dollar companies. But still here. Phone glowing beside him. 847 unread. Background fades from achievement gold to empty void dark. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_089","57","57","PHASE_PRESENT","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Phone screen close-up  -  847 unread messages, six company notification icons, fourteen child birthday reminder shapes. Stocky broad stickman's hand scrolling past ALL of them. Round white circle head visible above phone, tired dot eyes with bags, dark brown fuller hair buzzed sides longer top, clean-shaven. Scrolling past everything. Past everyone. Trailer interior dim. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_090","58","58","PHASE_PRESENT","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Phone in hand  -  birthday reminder notification for one of the younger children. Stocky broad stickman checking notification, checking which child  -  doesn't know without checking. Round white circle head, tired dot eyes with bags, dark brown fuller hair buzzed sides longer top, clean-shaven. Checks. Closes notification. Doesn't call. Phone glow. Trailer darkness. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_091","58","58","PHASE_PRESENT","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman's thumb closing birthday notification on phone screen. Round white circle head, tired dot eyes with bags  -  no expression, dark brown fuller hair buzzed sides longer top, clean-shaven. Doesn't know which child without checking. Checks. Closes. Doesn't call. Phone screen going dark. Background fading to void. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_092","59","59","PHASE_PRESENT","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Press article shapes on screen  -  daughter stickwoman (faceless, blank white circle head, teen, turned away) using new name. Not his. Doesn't know how many siblings she has. Stocky broad stickman reading article on phone in trailer. Round white circle head, tired dot eyes with bags, dark brown fuller hair buzzed sides longer top, clean-shaven. New name. Not his. Flat blue press/screen light. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_093","59","59","PHASE_PRESENT","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman reading press article about daughter on phone. Round white circle head, tired dot eyes with bags, pain visible in eyes, dark brown fuller hair buzzed sides longer top, clean-shaven. She used her new name. Not his. Neither do most people know how many siblings. Phone glow illuminating face. Background completely dark. Alone with daughter's words. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_094","60","60","PHASE_PRESENT","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Trailer  -  phone ringing on desk. Incoming call: MOM shape/icon. Stocky broad stickman in black T-shirt watching phone ring. NOT picking up. Round white circle head, tired dot eyes with bags, dark brown fuller hair buzzed sides longer top, clean-shaven. Phone ringing. She'll call again tomorrow. Always does. Only person who still calls instead of texting. Phone vibrating on desk. Trailer darkness. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_095","60","60","PHASE_PRESENT","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman watching phone ring with MOM calling. Round white circle head, tired dot eyes with bags, complex expression  -  guilt + inability, dark brown fuller hair buzzed sides longer top, clean-shaven. Doesn't pick up. She'll call again. She always does. Only person on earth who calls instead of texts. Phone glow fading. Background warm amber fading to dark. Mother's call unanswered. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_096","61","61","PHASE_PRESENT","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Trailer window  -  stocky broad stickman standing at window looking out at rocket. Round white circle head, tired dot eyes with bags, dark brown fuller hair buzzed sides longer top, clean-shaven. Massive rocket on pad lit by floodlights  -  cathedral of metal against night sky with stars. Mars window late this year. Miss it and wait two more years. Rocket larger than any building. Majestic and lonely. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_097","61","61","PHASE_PRESENT","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman at window, rocket reflected in glass. Round white circle head, tired dot eyes with bags staring at rocket, dark brown fuller hair buzzed sides longer top, clean-shaven. Want to die on Mars. Not Earth. Said it like mission statement. But at 3AM in sleeping bag  -  sounds like something else. Rocket glow warming face. Background fading from trailer to existential void. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_098","62","62","PHASE_PRESENT","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Stocky broad stickman in black T-shirt, round white circle head, tired dot eyes with bags  -  question forming, dark brown fuller hair buzzed sides longer top, clean-shaven. Rocket through window behind. Die on Mars not Earth. Mission statement or escape plan? At 3AM in sleeping bag it sounds different. Warm rocket glow vs cold trailer interior. Background split warm/cold. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_099","63","63","PHASE_PRESENT","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Won-everything visual  -  achievement icons floating: richest person, most powerful platform, self-landing rockets, walking robots, thinking AI. Stocky broad stickman in center  -  small against achievements. Round white circle head, tired dot eyes with bags, dark brown fuller hair buzzed sides longer top, clean-shaven. Won every game on earth. On paper. But still here. On the floor. In the dark. Achievements golden around him. He is dark inside them. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_100","64","64","PHASE_PRESENT","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Callback composition  -  stocky broad stickman in black T-shirt lying on trailer metal floor between machines. Same position as bathroom floor at age seven. Round white circle head, tired dot eyes with bags looking up, dark brown fuller hair buzzed sides longer top, clean-shaven. Factory machines above instead of bathroom ceiling. Same isolation. Different floor. Same position since seven years old. Trailer floor cold metal. Dark. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_101","64","64","PHASE_PRESENT","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Overhead view  -  stocky broad stickman on floor, same position as child on bathroom tiles. Ghost overlay  -  translucent child stickman (small, thin, dark neat hair) lying on same position on bathroom tiles beneath adult. Two eras. Same floor. Same position. Same escape need. Adult: tired dot eyes with bags, dark brown fuller hair buzzed sides longer top, clean-shaven. Background fading to memory amber. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
