Slate,Start_VO_ID,End_VO_ID,Life_Phase,Scene_Type,Image_Prompt
PV_0018_068,219,225,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Seated at cafe table across from new faceless asset stickman (blank white circle head) in grey jacket, slight build, tea cup nearby, checking wristwatch - deliberately mirroring the previous asset. Uncanny echo. Gulf cafe interior - similar to earlier meetings but slightly different, newer furniture, afternoon light through window, brass ceiling fan, menu on table. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_069,226,228,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Seated at desk studying intelligence report with one hand on chin, skeptical posture. Documents spread across desk surface. SCIF interior - multiple reports open on desk with different classification markings, desk lamp casting sharp shadows, monitor showing analysis comparison, grey acoustic walls, secure phone cradle. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_070,229,231,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Standing at filing cabinet feeding cable document into secure transmission tray despite conflicted posture - shoulders hunched, head turned slightly away. SCIF interior - filing cabinet drawer open, secure fax machine, desk behind with reports, overhead fluorescent, burn bag half-full, grey walls. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_071,232,232,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Standing alone in SCIF corridor, arms at sides, looking at closed door ahead. Empty hallway stretching behind. CIA interior corridor - polished floor, strip fluorescent overhead, closed SCIF door with cipher lock, fire extinguisher on wall, no windows visible, institutional silence. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_072,233,235,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Seated in windowless room staring at wall-mounted monitor displaying list of eleven lines - three highlighted in amber color. Hands gripping desk edge. Langley windowless SCIF - large monitor on wall, fluorescent panel buzzing overhead, single desk and chair, grey walls, sealed door, institutional emptiness. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_073,236,238,PHASE_CRISIS,EMOTIONAL_CLOSEUP,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Close framing. Standing rigid, arms at sides. Fluorescent light buzzing above casting harsh downward light. Face slightly upturned toward light. Background fades from windowless SCIF grey on left to desaturated white on right. Desaturated cold grey vignette at edges. Single subject, centered. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_074,238a,238a,PHASE_CRISIS,TEXT_OVERLAY,"Black background. Large bold white sans-serif text centered: 'And never finished it.' Minimal - no textures, no decoration. Tiny tea cup silhouette bottom-center, steam no longer rising. Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0018_075,239,243,PHASE_RESOLUTION,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. Standing on front walkway of suburban split-level house. Suitcase beside him on porch step. Keys in hand. Suburban Virginia exterior - split-level house with vinyl siding, attached garage, trimmed lawn with sprinkler, mailbox at curb, oak tree in front yard, late afternoon golden light, neighbor houses visible. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_076,244,247,PHASE_RESOLUTION,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. Standing in kitchen looking at refrigerator covered with children's crayon drawings. A drawing showing four stick figures holding hands under a crayon sun. Suburban kitchen interior - stainless steel refrigerator with drawings held by magnets, granite countertop, pendant lights, fruit bowl on counter, window with backyard view, linoleum floor. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_077,247a,247d,PHASE_RESOLUTION,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. Close to refrigerator, one hand touching crayon drawing showing four stick figure family. Childish crayon style drawing visible with round heads and line bodies. Suburban kitchen detail - refrigerator surface with alphabet magnets, crayon drawing at child height, other drawings partially visible, bright kitchen lighting, clean countertop beside fridge. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_078,248,250,PHASE_RESOLUTION,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. At front entrance coat rack, reaching toward jacket pocket where encrypted phone bulge is visible. Suburban house entryway - wooden coat rack with jackets and scarves, front door with frosted glass panel, shoe mat, family photos on wall, umbrella stand, warm interior lighting contrasting with darkening window. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_079,251,253,PHASE_RESOLUTION,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. Seated at dinner table with faceless wife stickman (blank white circle head) in casual home clothes clearing plates and small faceless child stickman (blank white circle head) with school backpack on chair talking animatedly. Suburban dining room - oval wood dining table, pendant light overhead, window with evening curtains drawn, plate of food half-eaten, water glasses, bookshelf with family photos. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_080,254,257,PHASE_RESOLUTION,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. Seated at dinner table, head nodding at daughter while both hands hidden beneath table holding phone screen glowing blue under tablecloth edge. Faceless daughter stickman (blank white circle head) speaking across table. Suburban dining room - dinner plates on table, pendant light warm glow, wife stickman partially visible at kitchen counter, table edge showing the secret phone beneath. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_081,258,260,PHASE_RESOLUTION,EMOTIONAL_CLOSEUP,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. Close framing. Standing in kitchen looking down at small faceless child stickman (blank white circle head) looking up at him, crayon marks on tiny hands, reaching upward. Background fades from warm kitchen amber tones on left to soft white on right. Warm amber glow at edges. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_082,261,263,PHASE_RESOLUTION,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. Kneeling to daughter height, mouth forming single word. Faceless daughter stickman (blank white circle head) looking up expectantly, crayon in hand. Suburban kitchen - linoleum floor visible, lower cabinet doors, daughter's art supplies scattered on kitchen table, warm pendant light above, domestic evening atmosphere. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_083,264,266,PHASE_RESOLUTION,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. Standing in kitchen watching small faceless daughter stickman (blank white circle head) returning to drawing at kitchen table, smiling posture, back turned to him. Crayons spread across table surface. Suburban kitchen - warm ceiling light, kitchen table with art supplies, crayon box, completed drawings stacked, window showing dark evening outside. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_084,267,269,PHASE_RESOLUTION,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. Leaning against kitchen doorframe observing daughter drawing stick figures with big round heads at table. The stick figures on paper echoing his own stickman proportions. Suburban kitchen - doorframe in foreground, kitchen table with drawing in progress, overhead warm lighting, shadows soft, quiet domestic evening atmosphere. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_085,270,273,PHASE_RESOLUTION,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. Seated on living room sofa, television screen showing news broadcast with abstract handshake imagery. Faceless wife stickman (blank white circle head) in casual clothes standing and pointing at TV screen with happy posture. Suburban living room - L-shaped sofa, flat-screen TV on stand, bookshelf, family photos on wall, coffee table with remote, floor lamp casting warm glow, evening curtains drawn. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_086,274,276,PHASE_RESOLUTION,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. Seated motionless on sofa, not reacting to celebration on TV. Staring through the television into middle distance. Faceless wife stickman partially visible at room edge reacting to news. Living room - TV glow illuminating room, coffee table with untouched cup, hands resting on knees, exhaustion visible in stillness. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_087,277,278,PHASE_RESOLUTION,EMOTIONAL_CLOSEUP,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. Close framing. Seated, head slightly bowed. Translucent ghost image of faceless stickman (blank white circle head) in grey jacket checking wristwatch beside untouched tea cup - memory overlay fading. Background fades from warm living room amber on left to desaturated grey on right. Warm amber glow at edges. Single subject, centered. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_088,279,280,PHASE_RESOLUTION,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. Seated alone on sofa in living room, family moved to other room. Staring at empty coffee table. Living room in quiet evening - TV turned off, only floor lamp light remaining, shadows long across carpet, daughter's drawing visible on coffee table, suburban quiet atmosphere. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_089,280a,280b,PHASE_RESOLUTION,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. Seated in living room chair, gaze directed toward hallway where daughter's bedroom light visible through cracked door. Posture reflective. Living room - armchair by bookshelf, hallway with warm light from child's bedroom, family photos on wall, carpet, end table with unread book, quiet domestic evening. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_090,280c,280c,PHASE_RESOLUTION,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in casual polo shirt and khakis. Dark hair with greying temples. Dot eyes, surface calm hollow expression. Standing in hallway looking at daughter's closed bedroom door. Light seeping from under door. Coat rack visible at end of hallway with jacket containing phone. Suburban hallway - family photos in frames along wall, hardwood floor, runner rug, warm sconce lighting, quiet nighttime atmosphere. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_091,281,284,PHASE_RESOLUTION,TEXT_OVERLAY,"Dark slate grey background. Large bold white sans-serif text stacked vertically in center: 'You help.' second line 'You also betray.' third line 'At the same time.' fourth line 'The same person.' Each line appearing as separate block. Minimal - no textures, no decoration. Tiny stickman silhouette bottom-right, head bowed. Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0018_092,285,288,CALLBACK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in plain grey suit, open collar. Dark greying hair. Dot eyes, haunted expression. Seated at same cafe table from opening scene. Newspaper folded on table. Coffee cup present. Chair opposite completely empty - no person, no tea, nothing. Dubai cafe interior - same ornate tile floor, brass ceiling fans, carved wooden window screens, morning light casting geometric shadows. Same table and atmosphere hollowed out by absence. Empty chair prominently centered in composition. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_093,289,290,CALLBACK,TEXT_OVERLAY,"Deep charcoal background. Large bold white sans-serif text centered: 'There is no tea on the table.' Smaller text below: 'The absence is louder than anything in the room.' Minimal - no textures. Faint outline of empty tea cup saucer bottom-center. Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0018_094,291,294,CALLBACK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in plain grey suit, open collar. Dark greying hair. Dot eyes, haunted expression. Seated at cafe table, phone vibrating on marble surface beside untouched coffee. One hand resting near phone but not touching it. Screen glowing with incoming signal. Dubai cafe interior - brass ceiling fan rotating slowly, carved window screen casting geometric shadow pattern, morning light, newspaper on table, empty chair opposite, no tea anywhere visible. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_095,295,297,CALLBACK,TEXT_OVERLAY,"Black background. Large bold white sans-serif text in two stacked lines centered: 'It doesn't end.' Below in slightly smaller text: 'There's just no one left to order tea.' Minimal - no textures, no decoration. Tiny stickman silhouette seated alone at table, bottom-center. Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
